法律法规	国务院关于取消非行政许可审批事项的决定
预警和召回	日本召回未贴示产品批号的化妆品
预警和召回	日本召回两款未在产品包装上标识制造商、销售商的名称和地址的润唇膏
法律法规	加拿大卫生部从食品添加剂列表中删除环氧氯丙烷等
法律法规	欧盟发布通报修订有关食品安全声明的规定
食品安全事件	香港：两批法国牛奶芝士受李斯特菌污染
预警和召回	香港检出日本进口冷冻鲷鱼样本汞含量超标
检验检疫措施	南非农业部在全国范围禁止销售活鸡
观点和评论	人民日报：食品安全防线莫成“马其诺”
观点和评论	微信朋友圈里买甜品先看看卖家有没有证
预警和召回	爱尔兰召回未标示大豆的谷物切片面包
观点和评论	欧盟评估胭脂树籽皮提取物作为食品添加剂的安全性
检验检疫措施	中澳新企业共同构建跨境食品追溯体系
预警和召回	加拿大召回未标识乳和芝麻的汤底料和糖果
法律法规	巴西拟修订部分食品中精喹禾灵最大残留限量
法律法规	设最严市场准入，建最严法律制度
食品安全事件	韩国“毒鸡蛋”检出DDT
食品安全事件	多哥卫生部宣布召回两款法国产婴儿奶粉
检验检疫措施	巴林拟制定食品微生物标准
检验检疫措施	首批在华注册境外婴儿奶粉品牌
政策贸易	波兰乳制品销量同比增加1.7%
预警和召回	加拿大召回2款配料标签不合格的鱼糜制品
法律法规	陕西出台乳制品白酒生产企业质量安全受权人制度
预警和召回	美国召回未标识蛋的面食
预警和召回	加拿大召回未申报芥末的有机南瓜汤
食品安全事件	台湾地区“农委会”：芬普尼水悬剂明天起禁用 吁农民回收
法律法规	加拿大拟制订食品中精喹禾灵等三种农残限量
政策贸易	英国食品标准局发布健康食用鱼肉建议
观点和评论	中国转基因作物面积位列世界第六 专家呼吁明确审评流程
政策贸易	阿根廷逐渐丧失世界主要牛肉出口大国地位
观点和评论	欧美在地理标志保护上“斗法”
政策贸易	中央农村工作领导小组回应“今年转基因政策”问题
预警和召回	韩国召回二嗪农超标加工食品
检验检疫措施	肯尼亚加强对进口商发放进口许可证的管控
政策贸易	武汉海关全面启动减免税申请无纸化改革
预警和召回	加拿大召回单增李斯特菌污染的冷冻青豆段
法律法规	50项食品安全国际标准即将出台
政策贸易	加拿大对华鲜活龙虾出口额逐年猛增
观点和评论	海南省食药监局局长晒食品安全状况变化图谱 不合格率下降
食品安全事件	拉脱维亚国税局官员称拉四分之一卷烟来源为非法
预警和召回	美国乔巴尼召回标签不合格酸奶
食品安全事件	青海现未获批即上市“金箔酒” 多个网络商城售卖
法律法规	台湾地区制定食品中氨代螺旋酸贝毒的检验方法
预警和召回	日本召回微生物超标的鳕鱼子
政策贸易	沪进口奶粉入关无需等待 检测时间缩短至1天
政策贸易	伊利挺进全球乳企8强 打破西方乳业“独霸”格局
食品安全事件	台湾疾管署：吃西瓜染SK5病毒为谣言
政策贸易	今年前7个月美国进口海产品数量同比增加1.95%
观点和评论	台“环保署”：废食用油加示踪剂 非法使用可现形
食品安全事件	德国爱他美奶粉发现氯酸盐超标 遭遇毁灭性打击
动物检验检疫	俄罗斯或暂停从欧盟国家进口活禽及禽类产品
法律法规	杭州出台《食品安全风险隐患防控管理暂行办法》
食品安全事件	斯洛文尼亚发生疯牛病疫情 1头牛死亡
食品安全事件	卡乐比将自主回收14万个问题杯装薯条
政策贸易	泰国大米储量过剩 拟再削产
观点和评论	崔桂亮：用心打造安全食品产业链
法律法规	欧盟修订果胶壳聚糖等活性物质残留限量
食品安全事件	澳大利亚80人食用哈密瓜感染沙门氏菌
法律法规	加拿大确定部分食品中腈菌唑等三种农残最大残留限量
检验检疫措施	澳大利亚取消关于要求出口商提供对虾白斑病情况的声明
食品安全事件	四川省公布今年首批食品安全抽检信息：饮料和白酒为不合格重灾区
法律法规	《绿豆源成分检测 定性PCR法》等地方标准发布
政策贸易	1月下半月巴西中南部糖产量为1.1万吨
预警和召回	美国召回未标示致敏原大豆、蛋、小麦和乳的12款奶酪、面包等产品
观点和评论	《定制酒标准（草案）》出台
观点和评论	农业部副部长：中国奶业安全有保证
法律法规	河北省质量技术监督局发布关于对河北省强制性地方标准清理结果的公告 2016年第9号
法律法规	深圳废止豆制品生产旧规
观点和评论	人大代表李伟：加强网购食品监管 建议设立食药监警察
政策贸易	2014年9月1日到2015年2月17日欧盟成品米进口同比增长2%
食品安全事件	印度尼西亚爆用驱蚊水造酒 9人被毒死
食品安全事件	襄阳市食安办发布6月抽检结果 食品合格率98.4%
预警和召回	日本新食品标示法4月起实施 将设定过渡期
预警和召回	美国召回单增李斯特菌污染的17款奶酪
政策贸易	商务部：近一年来欧盟对俄农产品出口下降24.6%，进口增长5.8%
食品安全事件	食药监总局发布15批次防晒类化妆品不合格的通告（2017年第112号）
检验检疫措施	质检总局关于进口美国牛肉检验检疫要求的公告
政策贸易	便宜的美国牛肉将带来哪些冲击
预警和召回	瑞典召回混入金属异物的4种规格熏香肠
观点和评论	卢庆国：结合好国内外优势 企业走出去海阔天空
观点和评论	李彦宏：百度词条可帮助鉴别食品安全信息真伪
观点和评论	环保部长：土壤污染治理“土十条”已基本成熟将在报批后实施
食品安全事件	新西兰市场所售鱼油产品含量低于标注
食品安全事件	香港检出4个日本进口干冬菇样本含微量辐射
食品安全事件	2018年3月加拿大CFIA强制检查清单内的中国水产品信息（3月9日更新）
食品安全事件	呼和浩特：无证经营 一食品生产企业被查封
观点和评论	召回，为食品安全再加防线
法律法规	台湾地区修订“食品药物化妆品及滥用药物尿液检验实验室认证标章使用规范”
检验检疫措施	香港公布一个瓶装蚝油样本不符营养标签规定
法律法规	美国修订溴氰菊酯等十种农药在多种产品中的最大限量
食品安全事件	加拿大召回更多染李斯特菌的黄油
观点和评论	中国食品辟谣联盟辟谣茶叶农残问题：网络传言拼凑不实消息
食品安全事件	武汉两家黑作坊里查出数吨问题牛杂
政策贸易	中国将开放对美国带骨牛肉的进口
预警和召回	美国召回食品信息汇总20161101
政策贸易	国外酒庄在中国加大科技防伪力度
法律法规	加拿大确定部分食品中pyraflufen-ethyl等三种农药最大残留限量
观点和评论	网络订餐平台“竞价排名”也是广告 隐患众多需严加监管
法律法规	食品安全法修订草案三审进一步增加保健食品管理规定
食品安全事件	台湾又爆黑心食品 胡椒粉、辣椒粉掺工业用料
法律法规	俄标委批准国标ГОСТ Р 57621-2017 «贸易服务 通过自动售货机销售易腐食品 要求»
政策贸易	印尼今年咖啡产量预计为69万吨
法律法规	美国阿肯色州政府批准禁用麦草畏
食品安全事件	上海市三季度食品安全：水产及相关制品合格率不到8成
预警和召回	日本召回含有禁用抗氧剂的杏仁油
预警和召回	"台湾地区：日本清酒""发生酒中有虫事件"
观点和评论	我国转基因专利总数位居世界第二
观点和评论	新华网评：迈向命运共同体 博鳌吹响新号角
食品安全事件	国家食药监总局：磷虾油保健品“包治百病”不可信
观点和评论	商务部：将抓紧研究制定跨境电商零售进口监管方案
食品安全事件	贵州省发布2015年第1期食品生产环节安全监督抽检信息
食品安全事件	深圳检验检疫局退运2.88吨越南酸奶
政策贸易	拉脱维亚食品产业因制裁增长停滞
动物检验检疫	27匹阿根廷马因患马鼻疽在智利被宰杀
检验检疫措施	6月10日起俄罗斯开始实施禁止从美国运输活禽和禽类产品
